"source";"test_type";"df1";"df2";"test_comp";"test_value";"p_comp";"reported_p";"computed_p";"raw";"error";"decision_error";"one_tailed_in_txt";"apa_factor";"date_received";"journal";"year_published";"period";"statcheck_journal";"reason";"remarks"
"jpeg_2021_150_01_vogel_the-architecture-of";"t";NA;3230.68;"=";0.69;"=";0.488;0.49024374856796;"t(3230.68) = 0.69, p = .488";FALSE;FALSE;FALSE;0.83;"2019-10-05";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_01_vogel_the-architecture-of";"t";NA;3230.5;"=";3.18;"=";0.001;0.00148668658767107;"t(3230.50) = 3.18, p = .001";FALSE;FALSE;FALSE;0.83;"2019-10-05";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_01_vogel_the-architecture-of";"t";NA;3230.67;"=";2.75;"=";0.006;0.00599270860578526;"t(3230.67) = 2.75, p = .006";FALSE;FALSE;FALSE;0.83;"2019-10-05";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_01_vogel_the-architecture-of";"t";NA;3230.51;"=";-1.76;"=";0.079;0.0785024347984535;"t(3230.51) = −1.76, p = .079";FALSE;FALSE;FALSE;0.83;"2019-10-05";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_01_vogel_the-architecture-of";"t";NA;78.21;"=";32.59;"<";0.001;2.88383771274661e-47;"t(78.21) = 32.59, p < .001";FALSE;FALSE;FALSE;0.83;"2019-10-05";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_01_vogel_the-architecture-of";"t";NA;3230.04;"=";0.37;"=";0.715;0.711406748116295;"t(3230.04) = 0.37, p = .715";FALSE;FALSE;FALSE;0.83;"2019-10-05";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_01_vogel_the-architecture-of";"t";NA;3230.171;"=";-0.56;"=";0.578;0.575518269390618;"t(3230.171) = −0.56, p = .578";FALSE;FALSE;FALSE;0.83;"2019-10-05";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_01_vogel_the-architecture-of";"t";NA;3230.41;"=";-5.32;"<";0.001;1.10839491109993e-07;"t(3230.41) = −5.32, p < .001";FALSE;FALSE;FALSE;0.83;"2019-10-05";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;43;"=";30.61;"<";0.001;5.41531613726411e-09;"F(2, 43) = 30.61, p < .001";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.86;"=";0.244;0.358797956897372;"F(1, 44) = .86, p = .244";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;43;"=";2.35;"=";0.108;0.107504500484809;"F(2, 43) = 2.35, p = .108";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;43;"=";0.88;"=";0.875;0.422119214245779;"F(2, 43) = .88, p = .875";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.64;"=";0.427;0.428009007470407;"F(1, 44) = .64, p = .427";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.46;"=";0.503;0.501175515496655;"F(1, 44) = .46, p = .503";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";4.7;"=";0.036;0.0356136467867184;"F(1, 44) = 4.70, p = .036";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.71;"=";0.406;0.404000937923541;"F(1, 44) = .71, p = .406";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0;"=";0.984;1;"F(1, 44) = .000, p = .984";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.74;"=";0.39;0.394324040018485;"F(1, 44) = .74, p = .39";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.28;"=";0.6;0.599360814271586;"F(1, 44) = .28, p = .60";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.2;"=";0.66;0.656914678778381;"F(1, 44) = .20, p = .66";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.37;"=";0.98;0.54613162850269;"F(1, 44) = .37, p = .98";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.003;"=";0.96;0.956567854214437;"F(1, 44) = .003, p = .96";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";2.48;"=";0.12;0.122466050575829;"F(1, 44) = 2.48, p = .12";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;43;"=";13.93;"<";0.001;2.16744014489509e-05;"F(2, 43) = 13.93, p < .001";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;43;"=";2.28;"=";0.138;0.114517565557233;"F(2, 43) = 2.28, p = .138";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;43;"=";1.42;"=";0.24;0.252820742428992;"F(2, 43) = 1.42, p = .240";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";1.09;"=";0.3;0.302173460525788;"F(1, 44) = 1.09, p = .30";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.81;"=";0.37;0.373019805147286;"F(1, 44) = .81, p = .37";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0;"=";0.984;1;"F(1, 44) = .000, p = .984";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";1.16;"=";0.29;0.287335395988337;"F(1, 44) = 1.16, p = .29";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";1.76;"=";0.19;0.191469024245479;"F(1, 44) = 1.76, p = .19";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";1.3;"=";0.26;0.260381817447791;"F(1, 44) = 1.30, p = .26";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";1.61;"=";0.21;0.21116340812595;"F(1, 44) = 1.61, p = .21";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.26;"=";0.61;0.61266847972369;"F(1, 44) = .26, p = .61";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;44;"=";0.53;"=";0.47;0.470463564972026;"F(1, 44) = .53, p = .47";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;22;"=";-0.15;"=";0.241;0.484182157411064;"r(22) = −.15, p = .241";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;22;"=";0.46;"=";0.011;0.0237150876698706;"r(22) = .46, p = .011";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;22;"=";0.31;"=";0.071;0.140424868082964;"r(22) = .31, p = .071";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;22;"=";-0.04;"=";0.433;0.85278043943399;"r(22) = −.04, p = .433";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;22;"=";0.52;"=";0.004;0.00919771980726428;"r(22) = .52, p = .004";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;22;"=";0.52;"=";0.005;0.00919771980726428;"r(22) = .52, p = .005";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";126;1;"=";6.01;"=";0.016;0.315966865828224;"F(126, 1) = 6.01, p = .016";TRUE;TRUE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";126;1;"=";70.94;"<";0.001;0.094320340616563;"F(126, 1) = 70.94, p < .001";TRUE;TRUE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";126;2;"=";0.57;"=";0.569;0.822786960051883;"F(126, 2) = .57, p = .569";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;126;"=";7.82;"=";0.006;0.00597763850525751;"F(1, 126) = 7.82, p = .006";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";0.51;"=";0.603;0.601729790353723;"F(2, 126) = .51, p = .603";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";1.09;"=";0.339;0.339365356268316;"F(2, 126) = 1.09, p = .339";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;126;"=";0.84;"=";0.361;0.361147634344789;"F(1, 126) = .84, p = .361";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";0.24;"=";0.791;0.786986633493967;"F(2, 126) = .24, p = .791";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";0.18;"=";0.839;0.835484614455184;"F(2, 126) = .18, p = .839";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";1.67;"=";0.193;0.192386403482303;"F(2, 126) = 1.67, p = .193";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;126;"=";5.05;"=";0.026;0.0263656212102726;"F(1, 126) = 5.05, p = .026";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;126;"=";4.09;"=";0.019;0.0452546821963984;"F(1, 126) = 4.09, p = .019";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";0.33;"=";0.719;0.719543194346354;"F(2, 126) = .33, p = .719";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;126;"=";1.3;"=";0.276;0.256375920274617;"F(1, 126) = 1.30, p = .276";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;126;"=";3.26;"=";0.073;0.0733766632930882;"F(1, 126) = 3.26, p = .073";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;126;"=";8.41;"=";0.004;0.00440421273941916;"F(1, 126) = 8.41, p = .004";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;126;"=";6.93;"=";0.01;0.00953622730535526;"F(1, 126) = 6.93, p = .010";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";0.16;"=";0.857;0.852316647892719;"F(2, 126) = .16, p = .857";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";0.22;"=";0.804;0.802826410238971;"F(2, 126) = .22, p = .804";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";1;126;"=";0.43;"=";0.513;0.513184531726718;"F(1, 126) = .43, p = .513";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";0.92;"=";0.403;0.401179135617273;"F(2, 126) = .92, p = .403";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"F";2;126;"=";3.38;"=";0.014;0.0371627622544314;"F(2, 126) = 3.38, p = .014";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-1.5;"=";0.148;0.148499580128529;"t(21) = −1.5, p = .148";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-1.02;"=";0.318;0.31933625901438;"t(21) = −1.02, p = .318";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-2.02;"=";0.056;0.0563236795809721;"t(21) = −2.02, p = .056";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-3.02;"=";0.007;0.00651678885289664;"t(21) = −3.02, p = .007";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-3.71;"=";0.001;0.00129692620770038;"t(21) = −3.71, p = .001";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-2.64;"=";0.015;0.015310584818205;"t(21) = −2.64, p = .015";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-0.12;"=";0.908;0.905623804737139;"t(21) = −.12, p = .908";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-1.83;"=";0.081;0.081482603355656;"t(21) = −1.83, p = .081";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-2.82;"=";0.01;0.0102586646531171;"t(21) = −2.82, p = .010";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-1.97;"=";0.063;0.0621681480443646;"t(21) = −1.97, p = .063";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"t";NA;21;"=";-0.01;"=";0.992;0.992115679777124;"t(21) = −.01, p = .992";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;66;"=";0.12;"=";0.167;0.329695527235493;"r(66) = .12, p = .167";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;66;"=";-0.007;"=";0.477;0.954820842264747;"r(66) = −.007, p = .477";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;66;"=";0.5;"<";0.001;1.41621102640774e-05;"r(66) = .50, p < .001";FALSE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_03_croijmans_wine-experts-recognition";"r";NA;66;"=";0.37;"=";0.001;0.00189929434444424;"r(66) = .37, p = .001";TRUE;FALSE;FALSE;0.81;"2019-01-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;398;"=";2.8;"=";0.005;0.00535922329185011;"t(398) = 2.80, p = .005";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;398;"=";4.02;"<";0.001;6.96214622349007e-05;"t(398) = 4.02, p < .001";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;406;"=";3.65;"<";0.001;0.000296481307020725;"t(406) = 3.65, p < .001";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;199;"=";2.2;"=";0.029;0.0289580947836355;"t(199) = 2.20, p = .029";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"Chi2";1;NA;"=";6.77;"=";0.009;0.00927028348797881;"χ2(1, N = 201) = 6.77, p = .009";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;205;"=";17.84;"<";0.001;1.37374279804257e-43;"t(205) = 17.84, p < .001";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;205;"=";3.47;"=";0.001;0.000634416608340043;"t(205) = 3.47, p = .001";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;205;"=";8.04;"<";0.001;7.05287702277914e-14;"t(205) = 8.04, p < .001";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;177;"=";1.6;"=";0.113;0.111381986435174;"t(177) = 1.60, p = .113";TRUE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;205;"=";2.04;"=";0.043;0.0426328231462048;"t(205) = 2.04, p = .043";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"t";NA;334;"=";19.39;"<";0.001;1.21621280387313e-56;"t(334) = 19.39, p < .001";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"Chi2";1;NA;"=";5.14;"=";0.023;0.023380648188454;"χ2(1, N = 336) = 5.14, p = .023";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_07_roberts_love-is-patient";"Chi2";1;NA;"=";20.57;"<";0.001;5.74900049898384e-06;"χ2(1, N = 336) = 20.57, p < .001";FALSE;FALSE;TRUE;0.68;"2019-09-22";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";9.8;"=";0.007;0.00744658307092434;"χ2(2, N = 40) = 9.80, p = .007";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";6;NA;"=";8.43;"=";0.208;0.208261854158599;"χ2(6, N = 160) = 8.43, p = .208";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";4;NA;"=";53.73;"<";0.001;5.99429056656138e-11;"χ2(4, N = 160) = 53.73, p < .001";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";3.2;"=";0.202;0.201896517994655;"χ2(2, N = 40) = 3.20, p = .202";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";5.6;"=";0.061;0.060810062625218;"χ2(2, N = 40) = 5.60, p = .061";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";0.37;"=";0.832;0.831104283852126;"χ2(2, N = 38) = 0.37, p = .832";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";2.6;"=";0.273;0.272531793034013;"χ2(2, N = 40) = 2.60, p = .273";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";6;NA;"=";2.83;"=";0.243;0.829861224672417;"χ2(6, N = 158) = 2.83, p = .243";TRUE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";37.13;"<";0.001;8.65611352281923e-09;"χ2(2, N = 158) = 37.13, p < .001";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";1;NA;"=";6.4;"=";0.011;0.0114120363860017;"χ2(1, N = 40) = 6.40, p = .011";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";8.15;"=";0.017;0.0169922146769691;"χ2(2, N = 40) = 8.15, p = .017";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";5.54;"=";0.063;0.0626620047421532;"χ2(2, N = 39) = 5.54, p = .063";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";0.63;"=";0.729;0.729788874269057;"χ2(2, N = 79) = 0.63, p = .729";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";7.4;"=";0.025;0.0247235264703394;"χ2(2, N = 40) = 7.40, p = .025";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";5.15;"=";0.076;0.0761538227986103;"χ2(2, N = 40) = 5.15, p = .076";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";6.84;"=";0.033;0.0327124349390198;"χ2(2, N = 80) = 6.84, p = .033";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";15.05;"<";0.001;0.000539428668393129;"χ2(2, N = 40) = 15.05, p < .001";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";3.8;"=";0.15;0.149568619222635;"χ2(2, N = 40) = 3.80, p = .150";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";21.05;"<";0.001;2.68565719928745e-05;"χ2(2, N = 80) = 21.05, p < .001";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";3.65;"=";0.161;0.161217644129777;"χ2(2, N = 40) = 3.65, p = .161";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";0.35;"=";0.84;0.839457020769207;"χ2(2, N = 40) = 0.35, p = .840";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
"jpeg_2021_150_08_heck_social-sampling-children";"Chi2";2;NA;"=";0.91;"=";0.635;0.634447967948228;"χ2(2, N = 80) = 0.91, p = .635";FALSE;FALSE;FALSE;0.43;"2019-02-04";"JEPG";2021;1;0;NA;NA
